ID,Timestamp,User_ID,Action_Type,Is_Sybil,IP_Address
121,2020-05-08 08:13:31,sybil_127,like,1,18.176.200.96
122,2020-04-04 23:41:29,user_2112,like,0,69.226.117.68
123,2021-02-16 11:30:08,sybil_400,share,1,176.82.75.23
124,2022-10-03 16:55:29,user_2157,transaction,0,94.103.156.96
125,2024-10-09 17:14:23,user_6699,comment,0,202.3.169.134
126,2020-11-27 09:34:39,user_8045,like,0,110.81.153.189
127,2021-01-10 04:53:16,user_4964,comment,0,8.185.161.113
128,2021-08-07 04:05:06,user_798,share,0,142.2.189.109
129,2021-05-18 20:59:02,sybil_167,like,1,143.167.143.83
130,2020-01-29 07:42:25,sybil_18,transaction,1,28.149.165.156
131,2023-02-03 11:35:16,user_7030,like,0,94.194.130.62
132,2020-05-05 05:26:50,user_9109,like,0,115.176.29.164
133,2021-11-02 04:51:10,user_830,transaction,0,181.216.177.212
134,2021-10-14 12:53:33,sybil_278,transaction,1,77.191.233.197
135,2024-01-23 14:30:48,user_5340,login,0,143.162.87.79
136,2022-08-15 22:25:00,sybil_93,share,1,200.45.88.6
137,2024-02-18 07:45:08,user_1404,like,0,166.198.145.31
138,2020-09-16 20:44:12,user_2176,login,0,53.174.215.121
139,2023-09-25 20:43:51,sybil_460,like,1,77.191.233.197
140,2023-04-27 03:52:43,user_1473,login,0,79.231.249.183
141,2021-12-17 23:37:12,user_4549,comment,0,206.209.110.253
142,2020-07-10 13:39:07,user_4298,comment,0,92.93.16.220
143,2020-10-24 05:14:28,user_3147,login,0,73.28.26.42
144,2022-12-01 15:11:13,user_5573,transaction,0,97.155.162.121
145,2024-10-12 14:21:05,user_1862,like,0,28.205.72.30
146,2022-08-20 09:50:14,user_3715,like,0,9.226.224.173
147,2020-05-21 14:28:56,user_1512,share,0,120.43.181.125
148,2021-07-10 01:41:00,user_1310,transaction,0,69.99.5.136
149,2020-03-04 00:16:27,user_2795,share,0,203.124.25.66
150,2020-08-23 06:34:39,user_9426,comment,0,92.34.247.253
151,2024-05-15 16:29:19,user_6954,like,0,116.224.179.62
152,2023-07-21 14:24:20,user_7688,like,0,197.191.69.30
153,2020-11-16 20:07:22,sybil_11,login,1,84.185.154.179
154,2022-06-05 12:48:12,user_5623,like,0,14.10.66.244
155,2021-07-08 13:14:51,user_6064,comment,0,195.93.123.109
156,2022-07-31 12:40:06,user_6897,login,0,99.203.33.5
157,2024-03-12 23:50:41,user_4416,like,0,154.153.65.23
158,2022-10-24 18:45:23,user_6689,transaction,0,150.15.173.104
159,2021-04-29 23:00:36,user_5430,login,0,107.23.245.154
160,2023-11-18 04:49:03,user_7996,comment,0,134.252.240.164
161,2023-09-28 03:26:56,user_1349,login,0,178.104.195.106
162,2020-05-06 10:29:09,user_1178,like,0,2.18.87.5
163,2024-05-14 04:05:05,user_5623,like,0,192.127.16.61
164,2020-01-09 11:00:30,user_8834,like,0,118.56.43.223
165,2021-04-10 01:26:31,user_8095,like,0,216.80.25.155
166,2023-09-01 13:55:53,user_7693,like,0,218.11.196.141
167,2022-07-01 20:32:50,user_6124,like,0,101.163.162.88
168,2021-11-05 00:04:14,user_8827,login,0,173.8.125.75
169,2022-09-03 03:37:26,user_5371,like,0,112.8.11.253
170,2022-02-04 01:10:15,sybil_221,share,1,18.176.200.96
171,2021-05-20 22:46:41,user_7052,share,0,134.252.240.164
172,2023-07-20 23:47:28,user_2185,comment,0,192.215.212.180
173,2024-02-27 08:28:03,user_7157,login,0,141.87.152.173
174,2020-07-12 23:33:49,sybil_404,login,1,28.149.165.156
175,2022-01-16 11:21:51,user_6852,like,0,14.162.221.46
176,2020-12-24 15:14:24,user_4452,share,0,72.225.94.167
177,2024-07-16 19:21:43,user_3191,share,0,197.191.69.30
178,2022-12-30 05:06:34,user_2601,share,0,131.244.63.81
179,2020-01-21 08:51:03,user_2647,share,0,12.213.55.218
180,2021-06-08 14:26:07,user_7178,like,0,133.25.61.55
181,2022-11-24 23:14:16,user_15,like,0,4.93.106.121
182,2021-01-01 01:46:09,user_8165,login,0,168.236.27.21
183,2023-06-19 03:12:38,user_4208,transaction,0,117.172.215.238
184,2023-07-22 17:48:54,user_3942,login,0,196.155.145.235
185,2022-12-10 13:32:35,user_5775,transaction,0,121.162.193.245
186,2020-07-13 19:57:59,user_8553,transaction,0,149.139.184.131
187,2021-10-30 20:31:55,user_2323,transaction,0,141.87.152.173
188,2020-11-19 16:46:21,sybil_151,login,1,198.241.252.67
189,2021-12-15 00:25:20,user_3207,comment,0,101.28.171.31
190,2020-01-06 16:57:51,user_4754,login,0,16.253.182.186
191,2020-10-06 20:55:45,user_3672,like,0,189.86.112.4
192,2021-02-22 04:05:51,user_9579,like,0,5.113.210.111
193,2021-01-14 12:47:01,user_6321,transaction,0,173.8.125.75
194,2024-01-10 17:45:43,sybil_412,comment,1,77.191.233.197
195,2021-02-05 19:04:26,user_8464,comment,0,180.250.189.191
196,2020-10-16 15:24:33,user_1159,transaction,0,9.226.224.173
197,2024-11-01 18:07:46,user_9876,login,0,78.8.141.184
198,2021-04-21 22:42:24,user_8122,like,0,88.215.224.45
199,2021-11-20 13:33:35,user_7086,like,0,26.104.144.183
200,2020-09-08 15:37:48,user_8296,like,0,8.226.179.132
201,2020-05-26 09:05:56,user_7187,transaction,0,69.226.117.68
202,2020-12-20 16:22:18,user_2407,like,0,45.161.244.195
203,2021-11-06 20:55:52,sybil_119,share,1,217.145.112.219
204,2023-06-18 09:30:59,user_446,login,0,10.246.122.22
205,2022-09-04 11:38:09,user_3950,share,0,5.113.210.111
206,2020-07-15 23:58:02,user_7563,like,0,60.199.176.136
207,2023-01-09 02:41:04,user_2352,like,0,156.5.28.116
208,2022-02-22 02:45:53,sybil_423,transaction,1,29.83.200.117
209,2022-02-16 01:58:17,user_9433,login,0,181.191.243.63
210,2020-08-28 09:21:59,sybil_10,share,1,28.149.165.156
211,2020-03-18 15:45:54,user_9586,share,0,212.54.180.253
212,2024-07-29 11:21:16,sybil_14,comment,1,84.185.154.179
213,2020-09-11 13:47:37,user_1090,like,0,174.153.160.58
214,2020-01-10 00:31:41,user_8110,transaction,0,59.97.210.249
215,2023-08-11 10:32:48,user_404,share,0,28.126.217.88
216,2024-12-11 14:14:00,user_1974,share,0,97.165.101.30
217,2020-07-08 08:42:44,user_8315,comment,0,92.34.247.253
218,2022-07-19 04:04:15,user_8202,login,0,9.226.224.173
219,2023-05-12 22:58:32,user_323,login,0,223.210.145.100
220,2023-09-13 13:18:09,sybil_198,share,1,115.250.79.72
221,2024-01-02 03:13:33,sybil_2,transaction,1,77.191.233.197
222,2020-11-27 07:43:20,user_5882,like,0,9.205.119.130
223,2021-11-07 13:34:31,user_5568,transaction,0,14.10.66.244
224,2021-12-19 19:45:37,user_8119,transaction,0,173.189.40.142
225,2023-04-11 03:20:32,user_6841,login,0,148.181.129.71
226,2020-04-16 15:07:29,sybil_390,login,1,79.10.112.125
227,2021-11-22 14:16:52,user_4160,comment,0,98.191.159.115
228,2024-09-21 09:15:16,user_6521,share,0,121.228.47.2
229,2023-05-15 13:54:00,user_3894,transaction,0,220.76.251.138
230,2023-12-14 23:43:02,user_6519,transaction,0,173.97.72.74
231,2022-06-05 13:37:15,user_3337,transaction,0,122.202.54.104
232,2024-05-31 03:51:50,user_7307,share,0,79.227.235.202
233,2024-06-07 06:05:59,sybil_152,comment,1,29.83.200.117
234,2023-01-07 06:37:43,user_6942,share,0,92.34.247.253
235,2020-03-15 19:25:21,user_5042,like,0,145.204.212.211
236,2022-09-23 07:49:35,user_433,like,0,119.16.175.204
237,2024-01-21 22:36:49,user_9547,share,0,110.223.67.227
238,2020-05-21 19:23:35,user_8656,login,0,1.92.141.27
239,2023-06-22 19:29:16,user_7206,like,0,1.92.141.27
240,2024-12-06 22:51:31,user_8625,transaction,0,216.80.25.155
241,2023-05-05 11:20:48,user_4025,comment,0,91.169.37.54
242,2023-09-09 22:14:08,user_3542,transaction,0,92.93.16.220
243,2020-06-17 20:30:12,user_653,transaction,0,14.10.66.244
244,2024-05-23 09:31:36,user_65,comment,0,131.125.68.118
245,2020-06-04 12:44:50,user_7760,transaction,0,173.189.40.142
246,2022-04-03 09:25:47,user_2469,like,0,133.129.142.110
247,2021-07-18 16:47:10,user_5239,like,0,194.233.4.107
248,2021-10-10 20:18:06,sybil_40,comment,1,27.14.234.214
249,2023-10-01 00:24:39,user_1958,like,0,141.87.152.173
250,2024-11-05 08:06:39,user_7546,transaction,0,109.158.246.189
251,2023-11-24 11:35:51,user_2486,comment,0,80.170.183.207
252,2024-09-12 06:16:43,sybil_314,login,1,198.241.252.67
253,2024-11-11 22:00:04,user_682,transaction,0,137.113.120.134
254,2021-02-05 20:49:17,sybil_308,share,1,176.82.75.23
255,2020-05-28 20:12:14,sybil_400,comment,1,115.250.79.72
256,2024-03-08 17:34:57,sybil_441,transaction,1,27.14.234.214
257,2023-03-18 14:37:53,user_2852,share,0,192.10.74.62
258,2024-06-16 16:07:16,user_139,transaction,0,219.141.201.45
259,2022-05-07 15:24:39,user_5825,share,0,183.3.211.59
260,2022-08-05 15:47:05,user_1729,comment,0,83.194.204.21
261,2024-03-21 04:28:03,user_403,comment,0,79.188.81.94
262,2024-01-09 09:48:22,sybil_203,login,1,84.185.154.179
263,2023-05-20 09:45:04,sybil_138,share,1,79.10.112.125
264,2022-08-15 11:23:34,user_2427,comment,0,120.43.181.125
265,2022-03-04 22:46:07,user_4336,share,0,191.105.69.69
266,2020-08-01 03:57:18,user_340,login,0,52.3.191.148
267,2022-05-10 09:59:29,user_1279,like,0,119.220.72.129
268,2021-01-30 06:07:21,sybil_154,comment,1,27.46.162.137
269,2021-05-09 09:44:38,user_9165,share,0,109.240.173.121
270,2020-01-11 09:59:51,sybil_107,comment,1,77.191.233.197
271,2024-05-06 02:19:26,user_4984,like,0,189.213.34.140
272,2024-04-17 17:52:04,sybil_13,transaction,1,115.250.79.72
273,2021-05-31 05:50:23,user_1221,transaction,0,182.172.71.163
274,2024-11-30 10:23:50,user_1084,comment,0,71.105.69.111
275,2023-05-16 12:40:11,sybil_109,like,1,79.10.112.125
276,2022-01-11 19:57:40,user_6058,like,0,190.248.179.178
277,2023-11-01 21:47:26,sybil_498,comment,1,29.83.200.117
278,2024-11-21 11:56:19,user_5037,transaction,0,33.156.116.138
279,2024-01-30 15:04:22,user_664,share,0,197.191.69.30
280,2023-12-11 18:44:25,user_3245,login,0,125.196.141.117
281,2020-11-01 01:37:13,user_5832,login,0,82.19.155.211
282,2024-03-20 02:40:23,user_8609,login,0,42.92.4.92
283,2024-01-04 03:18:24,user_7130,comment,0,21.27.141.183
284,2020-02-25 20:19:32,user_8625,login,0,114.73.169.153
285,2022-03-05 18:23:41,user_1437,transaction,0,149.62.192.69
286,2023-02-20 04:51:58,user_7208,transaction,0,189.145.137.141
287,2023-03-11 17:07:26,user_8352,comment,0,150.234.213.86
288,2020-07-01 21:16:47,user_2229,login,0,125.196.141.117
289,2023-04-29 00:53:55,user_7094,comment,0,72.204.9.208
290,2022-08-28 10:11:17,user_2860,login,0,130.243.230.158
291,2023-12-04 20:57:24,user_3004,comment,0,43.26.75.206
292,2022-01-30 15:45:24,user_6228,comment,0,53.174.215.121
293,2021-10-23 13:47:00,user_2719,transaction,0,52.3.191.148
294,2024-03-07 03:23:13,sybil_179,like,1,18.176.200.96
295,2022-12-31 13:11:06,sybil_110,like,1,27.46.162.137
296,2020-07-20 02:31:35,sybil_159,share,1,27.46.162.137
297,2024-11-10 23:27:39,user_4906,share,0,54.51.173.164
298,2023-11-28 17:31:02,user_4243,comment,0,128.4.148.60
299,2024-12-17 03:28:16,user_7200,like,0,131.175.36.55
300,2021-12-18 12:18:30,user_1893,like,0,95.1.99.112
301,2023-10-01 18:59:25,user_2737,share,0,133.129.142.110
302,2020-05-21 16:28:06,user_6484,comment,0,123.80.86.129
303,2020-07-05 09:51:40,user_7784,transaction,0,142.23.191.99
304,2024-02-29 04:02:41,user_1991,login,0,26.104.144.183
305,2021-11-23 18:14:26,user_1634,login,0,221.68.89.68
306,2024-10-07 14:56:19,user_3584,transaction,0,123.75.207.236
307,2023-02-25 00:17:21,user_8103,transaction,0,152.35.88.137
308,2022-09-30 21:54:01,sybil_439,share,1,77.191.233.197
309,2024-04-12 15:11:10,user_181,comment,0,219.91.52.55
310,2023-09-11 02:24:55,user_9894,comment,0,176.49.123.89
311,2020-01-18 19:03:59,user_5066,transaction,0,43.26.75.206
312,2024-05-06 21:26:09,sybil_149,share,1,27.46.162.137
313,2020-04-10 02:16:50,user_2798,comment,0,44.188.35.40
314,2021-01-01 19:43:31,sybil_23,comment,1,7.60.146.8
315,2021-07-20 18:15:35,user_4946,login,0,102.190.72.95
316,2021-01-22 20:39:39,user_2023,transaction,0,99.240.20.193
317,2020-06-02 10:50:31,user_3268,like,0,196.104.111.128
318,2022-02-23 06:09:25,user_3236,login,0,206.209.110.253
319,2024-06-07 13:05:24,user_5775,comment,0,182.183.59.95
320,2022-06-04 18:02:49,user_8741,share,0,202.166.72.145
321,2021-05-16 04:43:48,user_2092,transaction,0,89.57.7.10
322,2024-01-03 17:44:59,user_7682,comment,0,70.58.245.54
323,2021-01-12 20:46:50,user_7137,share,0,23.78.50.199
324,2024-12-15 19:39:28,user_9360,comment,0,199.171.71.195
325,2022-09-25 08:45:10,user_8469,transaction,0,119.16.175.204
326,2021-07-17 00:39:08,user_626,like,0,166.198.145.31
327,2020-10-17 14:19:21,user_9322,like,0,7.209.106.78
328,2024-05-30 07:19:51,user_7647,comment,0,70.58.245.54
329,2020-06-15 04:25:36,user_9434,login,0,85.120.29.69
330,2024-02-26 17:12:24,user_6448,like,0,10.217.184.6
331,2024-08-14 14:08:58,user_8822,like,0,46.170.176.170
332,2021-07-31 23:14:52,user_6672,share,0,150.15.173.104
333,2024-03-06 00:49:58,user_8579,transaction,0,41.65.213.161
334,2023-04-23 12:14:46,user_3131,transaction,0,156.71.230.159
335,2024-05-21 15:29:01,user_8903,like,0,142.206.238.104
336,2021-07-18 18:34:40,user_2917,transaction,0,146.206.46.65
337,2021-10-13 07:39:56,user_915,transaction,0,44.188.35.40
338,2023-01-20 08:22:07,sybil_134,share,1,176.82.75.23
339,2020-01-01 17:44:18,sybil_195,transaction,1,115.250.79.72
340,2021-03-31 23:09:33,sybil_368,comment,1,29.133.95.137
341,2022-01-23 09:51:10,user_7988,comment,0,51.142.188.78
342,2022-09-11 05:50:58,user_2739,like,0,88.103.51.129
343,2020-09-21 23:47:05,user_9243,share,0,147.155.219.77
344,2022-08-06 07:09:57,user_6552,login,0,121.67.38.180
345,2021-01-21 03:11:27,user_7360,comment,0,85.120.29.69
346,2021-09-05 10:22:11,user_4173,login,0,201.249.74.253
347,2022-09-22 15:24:22,user_8826,like,0,36.248.143.8
348,2023-12-12 01:31:27,user_2145,transaction,0,173.8.125.75
349,2022-02-21 06:04:02,sybil_67,comment,1,200.45.88.6
350,2023-12-13 20:05:05,user_6219,comment,0,57.242.251.82
351,2023-07-13 18:00:27,user_2111,like,0,10.217.184.6
352,2023-02-09 11:36:31,user_5431,comment,0,38.89.122.139
353,2020-10-19 15:09:13,sybil_490,transaction,1,200.45.88.6
354,2024-02-20 22:53:48,user_4359,login,0,148.201.13.54
355,2023-03-08 14:24:45,sybil_270,transaction,1,27.14.234.214
356,2023-07-11 23:01:36,user_4370,transaction,0,110.223.149.28
357,2022-04-08 03:22:58,sybil_146,like,1,77.191.233.197
358,2022-12-02 07:18:58,user_3129,transaction,0,41.69.135.139
359,2020-01-28 15:05:34,user_5197,transaction,0,153.206.41.173
360,2021-02-09 04:05:22,sybil_306,like,1,79.10.112.125
361,2020-12-04 05:54:39,user_1748,comment,0,54.51.173.164
362,2022-04-22 02:47:25,sybil_12,login,1,200.45.88.6
363,2023-09-02 13:15:17,user_9382,comment,0,147.201.63.108
364,2020-11-24 21:07:40,user_2665,login,0,42.158.52.9
365,2020-08-12 13:18:50,user_6270,share,0,45.193.35.67
366,2020-09-28 23:28:48,user_8343,share,0,110.223.149.28
367,2020-11-02 13:47:42,user_1976,like,0,144.23.122.17
368,2023-06-17 09:21:42,user_4430,share,0,21.52.19.47
369,2020-01-18 11:35:06,user_8212,comment,0,166.151.19.159
370,2023-07-03 09:03:14,user_4039,login,0,2.18.87.5
371,2024-12-29 05:48:25,user_3959,transaction,0,110.223.149.28
372,2021-01-10 03:23:32,user_4361,transaction,0,134.252.240.164
373,2022-08-02 17:08:29,user_9965,transaction,0,10.46.240.212
374,2020-12-29 23:16:21,user_8359,like,0,41.132.53.103
375,2021-02-24 03:39:39,user_3391,share,0,95.252.20.185
376,2020-03-15 13:48:36,user_8673,login,0,26.247.16.179
377,2021-08-07 22:26:14,user_3491,login,0,138.136.132.154
378,2021-06-09 10:15:40,user_7185,transaction,0,161.120.92.56
379,2020-11-17 04:48:50,user_2598,transaction,0,106.87.31.193
380,2021-06-06 20:58:22,user_7871,transaction,0,222.241.46.33
381,2020-06-26 18:52:05,user_5562,login,0,110.215.198.140
382,2024-05-17 21:19:47,user_7483,comment,0,133.25.61.55
383,2023-05-23 18:18:38,user_2805,login,0,82.19.155.211
384,2021-05-24 05:10:54,user_1757,like,0,96.96.136.201
385,2022-11-07 18:33:39,user_8136,share,0,196.145.254.124
386,2021-06-05 07:38:49,user_2237,login,0,173.250.176.4
387,2023-12-30 06:14:30,user_9423,share,0,196.155.145.235
388,2023-12-12 13:04:40,user_2589,login,0,92.44.238.196
389,2021-11-14 12:52:13,user_5228,login,0,193.169.212.241
390,2021-04-18 15:54:10,user_7457,login,0,172.9.219.129
391,2024-01-31 21:45:27,user_8933,transaction,0,19.220.87.142
392,2022-05-14 05:55:56,user_150,transaction,0,118.241.228.48
393,2024-05-08 02:01:33,user_6353,transaction,0,208.72.149.78
394,2021-08-14 03:42:00,user_1241,login,0,7.221.119.57
395,2024-03-20 20:21:34,user_5096,share,0,181.216.177.212
396,2021-02-27 11:31:24,user_6855,comment,0,193.169.212.241
397,2021-09-21 10:10:23,user_8282,transaction,0,219.91.52.55
398,2024-11-19 13:22:05,sybil_399,comment,1,115.250.79.72
399,2024-04-21 04:16:31,user_8057,like,0,121.162.193.245
400,2024-08-15 12:51:27,sybil_230,comment,1,7.60.146.8
401,2023-09-24 22:36:47,user_5427,comment,0,5.236.205.102
402,2021-12-14 02:47:42,user_9544,comment,0,169.237.168.125
403,2024-09-01 09:45:17,user_6055,share,0,142.206.238.104
404,2020-05-20 15:20:59,user_3068,comment,0,209.252.181.15
405,2024-05-11 20:19:04,user_4734,comment,0,153.206.41.173
406,2023-11-02 04:35:17,user_1711,transaction,0,137.219.134.228
407,2023-09-28 10:12:33,user_7125,comment,0,154.112.88.47
408,2021-05-13 10:41:59,user_5313,share,0,131.104.13.74
409,2023-10-22 06:18:06,user_5381,login,0,71.105.69.111
410,2024-06-13 17:25:38,user_180,login,0,191.105.69.69
411,2024-11-19 03:22:45,sybil_262,transaction,1,28.149.165.156
412,2024-10-25 15:34:40,user_8548,share,0,138.130.176.139
413,2020-01-09 12:00:35,user_1267,share,0,109.240.173.121
414,2021-07-05 14:52:35,sybil_52,transaction,1,49.166.44.125
415,2022-09-24 15:35:42,user_8678,like,0,41.132.53.103
416,2024-05-31 00:48:34,user_8663,comment,0,22.61.49.94
417,2023-11-16 21:54:27,user_4077,share,0,131.244.63.81
418,2022-08-25 08:53:39,user_3202,transaction,0,114.73.169.153
419,2022-07-07 21:54:17,user_1470,like,0,146.73.158.212
420,2024-11-18 08:00:36,user_5020,login,0,12.213.55.218
421,2021-02-11 06:00:04,user_1821,like,0,202.60.89.87
422,2021-02-23 22:26:09,user_3063,share,0,212.138.32.99
423,2023-06-26 16:20:21,user_2275,comment,0,35.64.57.137
424,2022-04-20 02:11:08,user_9899,comment,0,193.169.212.241
425,2021-02-06 15:12:51,user_6321,login,0,140.254.128.110
